Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées,Densite de la Station,hour,latitude,longitude,arrondissement
41207,Place du Général de Gaulle,OUI,28,25,3,0,3,OUI,OUI,2025-03-13 17:01:07+00:00,"48.8525288, 2.4877332",Fontenay-sous-Bois,94033,0.10714285714285714,17,48.8525288,2.4877332,Hors Paris
26001,Gare d'Asnières sur Seine,OUI,21,14,7,6,1,OUI,OUI,2025-03-13 17:02:09+00:00,"48.90636459217474, 2.2835066914558415",Asnières-sur-Seine,92004,0.3333333333333333,17,48.90636459217474,2.2835066914558415,Hors Paris
21308,Bara - Henri Farman,OUI,57,26,31,30,1,OUI,OUI,2025-03-13 17:02:11+00:00,"48.833218027457846, 2.2677567601203923",Issy-les-Moulineaux,92040,0.543859649122807,17,48.833218027457846,2.2677567601203923,Hors Paris
92004,Nanterre - Université,OUI,19,9,10,8,2,OUI,OUI,2025-03-13 16:58:02+00:00,"48.901365, 2.212693",Nanterre,92050,0.5263157894736842,17,48.901365,2.212693,Hors Paris
19037,Belleville - Porte des Lilas,OUI,28,26,2,0,2,OUI,OUI,2025-03-13 16:57:01+00:00,"48.87660391892763, 2.404769691129476",Paris,75056,0.07142857142857142,17,48.87660391892763,2.404769691129476,20.0
18020,Francoeur - Marcadet,OUI,20,17,3,2,1,OUI,OUI,2025-03-13 17:01:43+00:00,"48.89104123261663, 2.340014585442034",Paris,75056,0.15,17,48.89104123261663,2.340014585442034,18.0
6018,Michelet - Assas,OUI,15,12,3,3,0,OUI,OUI,2025-03-13 16:59:47+00:00,"48.842741502832, 2.3350211977959",Paris,75056,0.2,17,48.842741502832,2.3350211977959,6.0
5026,Pascal - Claude Bernard,OUI,46,24,22,19,3,OUI,OUI,2025-03-13 17:02:12+00:00,"48.839061952159746, 2.3499782010912895",Paris,75056,0.4782608695652174,17,48.839061952159746,2.3499782010912895,5.0
21105,Morice - Général Leclerc,OUI,25,14,11,7,4,OUI,OUI,2025-03-13 17:02:25+00:00,"48.90245471981591, 2.3128929734230046",Clichy,92024,0.44,17,48.90245471981591,2.3128929734230046,Hors Paris
5002,Sommerard - Saint-Jacques,OUI,33,5,28,22,6,OUI,OUI,2025-03-13 17:02:17+00:00,"48.850310432924466, 2.345015835298588",Paris,75056,0.8484848484848485,17,48.850310432924466,2.345015835298588,5.0
32014,Place du Cornillon - Stade de France,OUI,33,4,29,18,11,OUI,OUI,2025-03-13 17:02:27+00:00,"48.92540695835961, 2.3644426837563515",Saint-Denis,93066,0.8787878787878788,17,48.92540695835961,2.3644426837563515,Hors Paris
14018,Porte d'Orléans,OUI,45,43,2,1,1,OUI,OUI,2025-03-13 17:01:14+00:00,"48.8227639, 2.3249313",Paris,75056,0.044444444444444446,17,48.8227639,2.3249313,14.0
18032,Porte de Clignancourt.,OUI,53,47,6,1,5,OUI,OUI,2025-03-13 17:01:02+00:00,"48.897488, 2.343996",Paris,75056,0.11320754716981132,17,48.897488,2.343996,18.0
21013,Pierre Grenier - Pont de Billancourt,OUI,21,10,11,8,3,OUI,OUI,2025-03-13 16:58:31+00:00,"48.8258020742942, 2.2487989068031315",Boulogne-Billancourt,92012,0.5238095238095238,17,48.8258020742942,2.2487989068031315,Hors Paris
17124,Porte de Saint-Ouen - Henri Huchard,OUI,26,8,18,13,5,OUI,OUI,2025-03-13 17:02:10+00:00,"48.898708366365064, 2.3295360803604126",Paris,75056,0.6923076923076923,17,48.898708366365064,2.3295360803604126,18.0
42503,Vladimir Ilitch Lénine - Andrée Chedid,OUI,31,25,6,1,5,OUI,OUI,2025-03-13 17:02:18+00:00,"48.813240124373, 2.3319716067039",Gentilly,94037,0.1935483870967742,17,48.813240124373,2.3319716067039,Hors Paris
44012,Génie - Mozart,OUI,18,16,2,1,1,OUI,OUI,2025-03-13 16:59:32+00:00,"48.794902381218904, 2.3734183609485626",Vitry-sur-Seine,94081,0.1111111111111111,17,48.794902381218904,2.3734183609485626,Hors Paris
21111,Professeur René Leriche - Général Leclerc,OUI,50,42,8,4,4,OUI,OUI,2025-03-13 16:59:51+00:00,"48.90782845483013, 2.307887971401215",Clichy,92024,0.16,17,48.90782845483013,2.307887971401215,Hors Paris
17027,Place du Maréchal Juin - Péreire,OUI,44,18,26,18,8,OUI,OUI,2025-03-13 17:01:59+00:00,"48.885263, 2.298286",Paris,75056,0.5909090909090909,17,48.885263,2.298286,17.0
7014,Saint-François-Xavier,OUI,42,37,5,2,3,OUI,OUI,2025-03-13 17:01:26+00:00,"48.85154484769, 2.3146149516106",Paris,75056,0.11904761904761904,17,48.85154484769,2.3146149516106,7.0
31016,Lucie Aubrac - Franklin,OUI,35,30,5,0,5,OUI,OUI,2025-03-13 16:58:32+00:00,"48.86223916006812, 2.4435862898826604",Montreuil,93048,0.14285714285714285,17,48.86223916006812,2.4435862898826604,Hors Paris
10023,Gare de l'Est - Verdun,OUI,13,10,3,3,0,OUI,OUI,2025-03-13 17:02:22+00:00,"48.876156054271, 2.3609149083206",Paris,75056,0.23076923076923078,17,48.876156054271,2.3609149083206,10.0
51003,Hôtel de Ville d'Argenteuil,OUI,29,12,17,10,7,OUI,OUI,2025-03-13 16:54:28+00:00,"48.946504, 2.2496396",Argenteuil,95018,0.5862068965517241,17,48.946504,2.2496396,Hors Paris
13026,Place Jean Delay,OUI,34,16,18,6,12,OUI,OUI,2025-03-13 17:02:20+00:00,"48.823316, 2.354336",Paris,75056,0.5294117647058824,17,48.823316,2.354336,13.0
22101,Gare Routière de Saint Cloud,OUI,29,14,15,11,4,OUI,OUI,2025-03-13 17:01:00+00:00,"48.84288183896324, 2.222245037555695",Saint-Cloud,92064,0.5172413793103449,17,48.84288183896324,2.222245037555695,Hors Paris
14139,Pierre Larousse - Raymond Losserand,OUI,30,30,0,0,0,OUI,OUI,2025-03-13 17:01:50+00:00,"48.83059564231877, 2.3119183257222176",Paris,75056,0.0,17,48.83059564231877,2.3119183257222176,14.0
13016,Primo Levi - Frigos,OUI,33,12,21,19,2,OUI,OUI,2025-03-13 17:02:25+00:00,"48.83094844846017, 2.37965351592796",Paris,75056,0.6363636363636364,17,48.83094844846017,2.37965351592796,13.0
11101,Charles Delescluze,OUI,48,18,30,25,5,OUI,OUI,2025-03-13 17:01:19+00:00,"48.85242200848887, 2.380632497370243",Paris,75056,0.625,17,48.85242200848887,2.380632497370243,11.0
8051,Batignolles - Rome,OUI,12,10,2,0,2,OUI,OUI,2025-03-13 17:01:21+00:00,"48.881823370566806, 2.3202589899301524",Paris,75056,0.16666666666666666,17,48.881823370566806,2.3202589899301524,8.0
10015,Lucien Sampaix - Récollets,OUI,40,35,5,2,3,OUI,OUI,2025-03-13 17:01:41+00:00,"48.874330377560476, 2.3621229082345963",Paris,75056,0.125,17,48.874330377560476,2.3621229082345963,10.0
9115,Milton - Manuel,OUI,21,18,3,0,3,OUI,OUI,2025-03-13 17:00:56+00:00,"48.878249, 2.341181",Paris,75056,0.14285714285714285,17,48.878249,2.341181,9.0
12011,Charenton - Place du Col Bourgoin,OUI,35,11,24,20,4,OUI,OUI,2025-03-13 17:02:21+00:00,"48.844867319554, 2.3825789350545",Paris,75056,0.6857142857142857,17,48.844867319554,2.3825789350545,12.0
19039,Edouard Pailleron - Simon Bolivar,OUI,23,22,1,1,0,OUI,OUI,2025-03-13 17:01:19+00:00,"48.87979886049996, 2.374839261174202",Paris,75056,0.043478260869565216,17,48.87979886049996,2.374839261174202,19.0
12032,Porte Dorée,OUI,35,9,26,15,11,OUI,OUI,2025-03-13 17:01:40+00:00,"48.8354337, 2.4077132",Paris,75056,0.7428571428571429,17,48.8354337,2.4077132,12.0
21003,Jean Jaurès - Jean Baptiste Clément,OUI,39,34,5,3,2,OUI,OUI,2025-03-13 17:01:20+00:00,"48.84576261454011, 2.2369650006294255",Boulogne-Billancourt,92012,0.1282051282051282,17,48.84576261454011,2.2369650006294255,Hors Paris
6103,Mézières - Rennes,OUI,53,48,5,2,3,OUI,OUI,2025-03-13 17:02:09+00:00,"48.85023459321703, 2.3303819820284843",Paris,75056,0.09433962264150944,17,48.85023459321703,2.3303819820284843,6.0
17122,Bridaine - Lamandé,OUI,28,25,3,0,3,OUI,OUI,2025-03-13 16:54:41+00:00,"48.8862074, 2.3206239",Paris,75056,0.10714285714285714,17,48.8862074,2.3206239,17.0
15038,Place Adolphe Cherioux - Vaugirard,OUI,62,53,9,1,8,OUI,OUI,2025-03-13 17:02:17+00:00,"48.83959442800459, 2.3010657727718353",Paris,75056,0.14516129032258066,17,48.83959442800459,2.3010657727718353,15.0
20027,Porte de Ménilmontant,OUI,15,14,1,0,1,OUI,OUI,2025-03-13 17:01:36+00:00,"48.8691543609174, 2.40932246879487",Paris,75056,0.06666666666666667,17,48.8691543609174,2.40932246879487,20.0
21032,Sèvres-Gallieni,OUI,24,4,20,19,1,OUI,OUI,2025-03-13 17:00:59+00:00,"48.837809408957, 2.2281519323587",Boulogne-Billancourt,92012,0.8333333333333334,17,48.837809408957,2.2281519323587,Hors Paris
31007,Paris - Désiré Préaux,OUI,44,37,7,1,6,OUI,OUI,2025-03-13 17:02:26+00:00,"48.85742876694898, 2.4323049187660217",Montreuil,93048,0.1590909090909091,17,48.85742876694898,2.4323049187660217,Hors Paris
20021,Indre - Prairies,OUI,38,33,5,1,4,OUI,OUI,2025-03-13 16:59:41+00:00,"48.86254398506782, 2.403290458023548",Paris,75056,0.13157894736842105,17,48.86254398506782,2.403290458023548,20.0
15108,Lourmel - Marie Skobtsov,OUI,22,16,6,2,4,OUI,OUI,2025-03-13 17:02:07+00:00,"48.844974, 2.287283",Paris,75056,0.2727272727272727,17,48.844974,2.287283,15.0
7005,Raspail - Bac,OUI,50,35,15,12,3,OUI,OUI,2025-03-13 17:02:26+00:00,"48.855628721101, 2.3256602883339",Paris,75056,0.3,17,48.855628721101,2.3256602883339,7.0
17046,Mac-Mahon - Brey,OUI,24,21,3,2,1,OUI,OUI,2025-03-13 16:59:33+00:00,"48.877532084130166, 2.294512536052928",Paris,75056,0.125,17,48.877532084130166,2.294512536052928,17.0
21019,Edouard Vaillant - Paul-Adolphe Souriau,OUI,26,2,24,21,3,OUI,OUI,2025-03-13 17:02:19+00:00,"48.834845858829, 2.2479459643364",Boulogne-Billancourt,92012,0.9230769230769231,17,48.834845858829,2.2479459643364,Hors Paris
17121,Square des Epinettes,OUI,20,18,2,1,1,OUI,OUI,2025-03-13 17:00:59+00:00,"48.89383909781389, 2.325953990221024",Paris,75056,0.1,17,48.89383909781389,2.325953990221024,17.0
19109,Tanger - Place du Maroc,OUI,19,16,3,1,2,OUI,OUI,2025-03-13 16:57:51+00:00,"48.8862524447104, 2.3689296841621403",Paris,75056,0.15789473684210525,17,48.8862524447104,2.3689296841621403,19.0
19038,Lassus - Delouvain,OUI,19,17,2,2,0,OUI,OUI,2025-03-13 17:01:12+00:00,"48.8755044846, 2.3890327325519",Paris,75056,0.10526315789473684,17,48.8755044846,2.3890327325519,19.0
31019,Vincennes - Douy-Delcupe,OUI,37,31,6,1,5,OUI,OUI,2025-03-13 17:00:23+00:00,"48.85493692155721, 2.436049282550812",Montreuil,93048,0.16216216216216217,17,48.85493692155721,2.436049282550812,Hors Paris
18029,Emile Blemont - Poteau,OUI,38,34,4,2,2,OUI,OUI,2025-03-13 17:02:17+00:00,"48.8943782, 2.3415122",Paris,75056,0.10526315789473684,17,48.8943782,2.3415122,18.0
13043,Dunois - Clisson,OUI,50,37,13,8,5,OUI,OUI,2025-03-13 16:58:16+00:00,"48.832294, 2.3674523",Paris,75056,0.26,17,48.832294,2.3674523,13.0
9031,Provence - Chaussée d'Antin,OUI,24,8,16,15,1,OUI,OUI,2025-03-13 17:02:07+00:00,"48.87428447542072, 2.332976511564311",Paris,75056,0.6666666666666666,17,48.87428447542072,2.332976511564311,9.0
2009,Filles Saint-Thomas - Place de la Bourse,OUI,58,29,29,21,8,OUI,OUI,2025-03-13 17:02:27+00:00,"48.868899890853, 2.3397543845203",Paris,75056,0.5,17,48.868899890853,2.3397543845203,2.0
14002,Edgar Quinet - Raspail,OUI,45,42,3,0,3,OUI,OUI,2025-03-13 17:02:21+00:00,"48.83940266673835, 2.32971478253603",Paris,75056,0.06666666666666667,17,48.83940266673835,2.32971478253603,14.0
44102,Verdun - Adrien Damalix,OUI,26,21,5,4,1,OUI,OUI,2025-03-13 17:02:25+00:00,"48.8222334178559, 2.4215328320860863",Saint-Maurice,94069,0.19230769230769232,17,48.8222334178559,2.4215328320860863,Hors Paris
15035,Place Etienne Pernet,OUI,43,7,36,31,5,OUI,OUI,2025-03-13 17:02:17+00:00,"48.84243457133779, 2.2921819612383847",Paris,75056,0.8372093023255814,17,48.84243457133779,2.2921819612383847,15.0
16032,Eglise d'Auteuil,OUI,20,11,9,4,5,OUI,OUI,2025-03-13 17:01:50+00:00,"48.84749841771691, 2.26848387135299",Paris,75056,0.45,17,48.84749841771691,2.26848387135299,16.0
18049,Porte d'Aubervilliers,OUI,53,48,5,4,1,OUI,OUI,2025-03-13 17:02:09+00:00,"48.89859661942376, 2.3689722642302513",Paris,75056,0.09433962264150944,17,48.89859661942376,2.3689722642302513,18.0
22001,Château - Bineau,OUI,20,1,19,16,3,OUI,OUI,2025-03-13 17:00:33+00:00,"48.890404028589806, 2.270106375217438",Neuilly-sur-Seine,92051,0.95,17,48.890404028589806,2.270106375217438,Hors Paris
21014,Hameau Fleuri - Marché,OUI,20,5,15,12,3,OUI,OUI,2025-03-13 16:58:37+00:00,"48.831448892608314, 2.2412404417991643",Boulogne-Billancourt,92012,0.75,17,48.831448892608314,2.2412404417991643,Hors Paris
18025,Mairie du 18ème,OUI,40,35,5,0,5,OUI,OUI,2025-03-13 17:01:10+00:00,"48.892939296937605, 2.3445510864257812",Paris,75056,0.125,17,48.892939296937605,2.3445510864257812,18.0
11006,Ledru-Rollin - Place du Père Chaillet,OUI,36,0,36,24,12,OUI,OUI,2025-03-13 17:00:15+00:00,"48.856433706943704, 2.379020587761426",Paris,75056,1.0,17,48.856433706943704,2.379020587761426,11.0
9023,Laffitte - Italiens,OUI,31,23,8,7,1,OUI,OUI,2025-03-13 17:02:04+00:00,"48.871815737396, 2.3372015478451",Paris,75056,0.25806451612903225,17,48.871815737396,2.3372015478451,9.0
47005,Ecole Vétérinaire,OUI,34,22,12,11,1,OUI,OUI,2025-03-13 17:02:13+00:00,"48.81488859822486, 2.4224362157778994",Maisons-Alfort,94046,0.35294117647058826,17,48.81488859822486,2.4224362157778994,Hors Paris
14122,Colonel Monteil - Brune,OUI,19,16,3,3,0,OUI,OUI,2025-03-13 16:59:12+00:00,"48.82650293311, 2.3092747998272",Paris,75056,0.15789473684210525,17,48.82650293311,2.3092747998272,14.0
19127,Aubervilliers - Curial,OUI,23,15,8,4,4,OUI,OUI,2025-03-13 17:02:28+00:00,"48.89088305227546, 2.3688579350709915",Paris,75056,0.34782608695652173,17,48.89088305227546,2.3688579350709915,19.0
16123,Mahatma Gandhi,OUI,24,7,17,13,4,OUI,OUI,2025-03-13 16:59:05+00:00,"48.876356, 2.264205",Paris,75056,0.7083333333333334,17,48.876356,2.264205,16.0
15070,Balard - Montagne de la Fage,OUI,33,2,31,28,3,OUI,OUI,2025-03-13 17:02:00+00:00,"48.83850740333351, 2.2782871127128606",Paris,75056,0.9393939393939394,17,48.83850740333351,2.2782871127128606,15.0
19040,Belleville - Télégraphe,OUI,40,39,1,0,1,OUI,OUI,2025-03-13 16:59:35+00:00,"48.8756045, 2.3995549",Paris,75056,0.025,17,48.8756045,2.3995549,19.0
1120,Lavandieres Sainte Opportune - Rivoli,OUI,25,6,19,16,3,OUI,OUI,2025-03-13 17:02:25+00:00,"48.859279702476, 2.3466217517853",Paris,75056,0.76,17,48.859279702476,2.3466217517853,1.0
17047,Courcelles - Pierre Demours,OUI,24,2,22,11,11,OUI,OUI,2025-03-13 17:01:56+00:00,"48.883769733273496, 2.29858466343129",Paris,75056,0.9166666666666666,17,48.883769733273496,2.29858466343129,17.0
47004,Stade Auguste Delaune,OUI,21,1,20,20,0,OUI,OUI,2025-03-13 17:02:26+00:00,"48.80896378683884, 2.4345204234123234",Maisons-Alfort,94046,0.9523809523809523,17,48.80896378683884,2.4345204234123234,Hors Paris
6016,Danton - Serpente,OUI,20,5,15,14,1,OUI,OUI,2025-03-13 16:59:41+00:00,"48.852297362582, 2.3414132371545",Paris,75056,0.75,17,48.852297362582,2.3414132371545,6.0
18033,Belliard - Damrémont,OUI,34,31,3,1,2,OUI,OUI,2025-03-13 17:02:21+00:00,"48.89669238777841, 2.338023450388167",Paris,75056,0.08823529411764706,17,48.89669238777841,2.338023450388167,18.0
41204,République - Danton,OUI,19,18,1,0,1,OUI,OUI,2025-03-13 16:55:22+00:00,"48.85249172181667, 2.462034523487091",Fontenay-sous-Bois,94033,0.05263157894736842,17,48.85249172181667,2.462034523487091,Hors Paris
15002,Maine - Antoine Bourdelle,OUI,17,4,13,10,3,OUI,OUI,2025-03-13 16:59:47+00:00,"48.84308531746595, 2.320263946784738",Paris,75056,0.7647058823529411,17,48.84308531746595,2.320263946784738,15.0
19009,Cité des Sciences et de l'Industrie,OUI,27,22,5,1,4,OUI,OUI,2025-03-13 17:01:36+00:00,"48.89659571178903, 2.384599149227142",Paris,75056,0.18518518518518517,17,48.89659571178903,2.384599149227142,19.0
21310,Kléber - Gouverneur Général Eboué,OUI,21,5,16,15,1,OUI,OUI,2025-03-13 16:58:14+00:00,"48.826885843069796, 2.2723413258790965",Issy-les-Moulineaux,92040,0.7619047619047619,17,48.826885843069796,2.2723413258790965,Hors Paris
18109,Pajol - Riquet,OUI,44,37,7,3,4,OUI,OUI,2025-03-13 16:59:33+00:00,"48.88960028134536, 2.3628534749150276",Paris,75056,0.1590909090909091,17,48.88960028134536,2.3628534749150276,18.0
23007,Président Wilson - Jean Jaures,OUI,25,10,15,10,5,OUI,OUI,2025-03-13 17:02:26+00:00,"48.89034054052266, 2.2920683026313786",Levallois-Perret,92044,0.6,17,48.89034054052266,2.2920683026313786,Hors Paris
21703,Square du Carrefour de l'Insurrection,OUI,19,19,0,0,0,OUI,OUI,2025-03-13 17:00:05+00:00,"48.820864559770676, 2.291113436222077",Vanves,92075,0.0,17,48.820864559770676,2.291113436222077,Hors Paris
20016,Pyrénées - Maraîchers,OUI,32,30,2,1,1,OUI,OUI,2025-03-13 16:57:11+00:00,"48.85714001395299, 2.4043509364128113",Paris,75056,0.0625,17,48.85714001395299,2.4043509364128113,20.0
35017,Toffier Decaux - Cartier Bresson,OUI,18,14,4,4,0,OUI,OUI,2025-03-13 17:00:03+00:00,"48.90165072551549, 2.4017545580863957",Pantin,93055,0.2222222222222222,17,48.90165072551549,2.4017545580863957,Hors Paris
32015,Gare RER de Saint-Denis,OUI,37,25,12,9,3,OUI,OUI,2025-03-13 17:01:18+00:00,"48.93554324248177, 2.3471488058567047",Saint-Denis,93066,0.32432432432432434,17,48.93554324248177,2.3471488058567047,Hors Paris
20118,Orteaux - Mouraud,OUI,24,24,0,0,0,OUI,OUI,2025-03-13 16:58:35+00:00,"48.85558642847872, 2.408762907764669",Paris,75056,0.0,17,48.85558642847872,2.408762907764669,20.0
10010,Place Jacques Bonsergent,OUI,32,13,19,17,2,OUI,OUI,2025-03-13 17:01:48+00:00,"48.870948218595, 2.3612049221992",Paris,75056,0.59375,17,48.870948218595,2.3612049221992,10.0
16021,François Ponsard - La Muette,OUI,23,22,1,0,1,OUI,OUI,2025-03-13 16:59:46+00:00,"48.8583666, 2.2744515",Paris,75056,0.043478260869565216,17,48.8583666,2.2744515,16.0
16043,Place de Passy,OUI,12,9,3,2,1,OUI,OUI,2025-03-13 17:00:40+00:00,"48.85780291711202, 2.277500546942199",Paris,75056,0.25,17,48.85780291711202,2.277500546942199,16.0
9117,Bellefond - Maubeuge,OUI,28,28,0,0,0,OUI,OUI,2025-03-13 16:59:09+00:00,"48.878255397645, 2.3452642187476",Paris,75056,0.0,17,48.878255397645,2.3452642187476,9.0
18008,Square Léon,OUI,33,32,1,0,1,OUI,OUI,2025-03-13 17:00:36+00:00,"48.88667396788626, 2.353205569088459",Paris,75056,0.030303030303030304,17,48.88667396788626,2.353205569088459,18.0
20023,Pelleport - Belgrand,OUI,14,13,1,0,1,OUI,OUI,2025-03-13 16:57:30+00:00,"48.86500081847653, 2.403980836377493",Paris,75056,0.07142857142857142,17,48.86500081847653,2.403980836377493,20.0
7008,Villersexel - Saint-Germain,OUI,16,10,6,4,2,OUI,OUI,2025-03-13 16:58:43+00:00,"48.858297001218, 2.3237934708595",Paris,75056,0.375,17,48.858297001218,2.3237934708595,7.0
10020,Chabrol - d'Hauteville,OUI,10,10,0,0,0,OUI,OUI,2025-03-13 17:02:10+00:00,"48.877018388033, 2.3513179644942",Paris,75056,0.0,17,48.877018388033,2.3513179644942,10.0
42703,Fontainebleau - Edmond Michelet,OUI,45,43,2,0,2,OUI,OUI,2025-03-13 17:00:03+00:00,"48.80956436844049, 2.3626908659935",Le Kremlin-Bicêtre,94043,0.044444444444444446,17,48.80956436844049,2.3626908659935,Hors Paris
18113,Lepic - Armée d'Orient,OUI,24,24,0,0,0,OUI,OUI,2025-03-13 17:00:04+00:00,"48.887536403814, 2.3343077301979",Paris,75056,0.0,17,48.887536403814,2.3343077301979,18.0
14030,Pernety - Raymond Losserand,OUI,31,29,2,0,2,OUI,OUI,2025-03-13 16:59:37+00:00,"48.834254627953, 2.317609339387",Paris,75056,0.06451612903225806,17,48.834254627953,2.317609339387,14.0
20201,Eugène Reisz - Davout,OUI,19,12,7,1,6,OUI,OUI,2025-03-13 17:00:30+00:00,"48.85631874632638, 2.410396970808506",Paris,75056,0.3684210526315789,17,48.85631874632638,2.410396970808506,20.0
11041,Square Saint-Ambroise,OUI,39,21,18,16,2,OUI,OUI,2025-03-13 17:00:48+00:00,"48.860934, 2.375841",Paris,75056,0.46153846153846156,17,48.860934,2.375841,11.0
13046,Eugène Oudiné - Dessous Des Berges,OUI,42,22,20,15,5,OUI,OUI,2025-03-13 17:01:25+00:00,"48.8256423, 2.3750226",Paris,75056,0.47619047619047616,17,48.8256423,2.3750226,13.0
31703,Sadi Carnot - François Mitterrand,OUI,26,22,4,0,4,OUI,OUI,2025-03-13 16:58:26+00:00,"48.87532687671517, 2.4241617321968083",Bagnolet,93006,0.15384615384615385,17,48.87532687671517,2.4241617321968083,Hors Paris
22102,Mont Valérien - Michel Salles,OUI,24,8,16,12,4,OUI,OUI,2025-03-13 17:01:44+00:00,"48.8561915, 2.2152966",Saint-Cloud,92064,0.6666666666666666,17,48.8561915,2.2152966,Hors Paris
35003,Gabrielle Josserand - Edouard Vaillant,OUI,24,20,4,3,1,OUI,OUI,2025-03-13 17:01:26+00:00,"48.90271566255436, 2.3933270573616032",Pantin,93055,0.16666666666666666,17,48.90271566255436,2.3933270573616032,Hors Paris
4110,Neuve Saint-Pierre - Beautreillis,OUI,19,17,2,1,1,OUI,OUI,2025-03-13 17:02:04+00:00,"48.85355351439652, 2.3639122769236565",Paris,75056,0.10526315789473684,17,48.85355351439652,2.3639122769236565,4.0
15031,Théâtre - Lourmel,OUI,51,14,37,35,2,OUI,OUI,2025-03-13 17:01:09+00:00,"48.8482070397636, 2.2898658737540245",Paris,75056,0.7254901960784313,17,48.8482070397636,2.2898658737540245,15.0
17022,Pereire - Place de Wagram,OUI,44,43,1,0,1,OUI,OUI,2025-03-13 17:00:39+00:00,"48.887070607581215, 2.304111124531457",Paris,75056,0.022727272727272728,17,48.887070607581215,2.304111124531457,17.0
5121,Square René Viviani - Montebello,OUI,32,1,31,25,6,OUI,OUI,2025-03-13 17:02:03+00:00,"48.851904891406, 2.3478421568871",Paris,75056,0.96875,17,48.851904891406,2.3478421568871,5.0
23304,Mairie de Sceaux,OUI,33,31,2,1,1,OUI,OUI,2025-03-13 16:57:03+00:00,"48.778916905132, 2.2887361764861",Sceaux,92071,0.06060606060606061,17,48.778916905132,2.2887361764861,Hors Paris
16015,Bassano -  Iéna,OUI,15,13,2,0,2,OUI,OUI,2025-03-13 17:02:02+00:00,"48.868144510482075, 2.296149600985935",Paris,75056,0.13333333333333333,17,48.868144510482075,2.296149600985935,16.0
6017,Sénat - Condé,OUI,29,13,16,15,1,OUI,OUI,2025-03-13 17:01:40+00:00,"48.84954227788459, 2.337939441204071",Paris,75056,0.5517241379310345,17,48.84954227788459,2.337939441204071,6.0
14112,Méchain - Faubourg Saint-Jacques,OUI,14,13,1,1,0,OUI,OUI,2025-03-13 17:01:06+00:00,"48.83586772099485, 2.33798034198275",Paris,75056,0.07142857142857142,17,48.83586772099485,2.33798034198275,14.0
13103,Hôpital Pitié Salpêtrière,OUI,47,45,2,1,1,OUI,OUI,2025-03-13 17:00:36+00:00,"48.8377016, 2.3604946",Paris,75056,0.0425531914893617,17,48.8377016,2.3604946,13.0
9026,Jean-Baptiste Pigalle - La Bruyere,OUI,17,12,5,0,5,OUI,OUI,2025-03-13 17:00:30+00:00,"48.87939826447722, 2.333709173337285",Paris,75056,0.29411764705882354,17,48.87939826447722,2.333709173337285,9.0
12161,Diderot - Reuilly,OUI,43,15,28,26,2,OUI,OUI,2025-03-13 17:02:14+00:00,"48.847208456061, 2.3861273378134",Paris,75056,0.6511627906976745,17,48.847208456061,2.3861273378134,12.0
21001,Transvaal - Charles de Gaulle,OUI,27,19,8,4,4,OUI,OUI,2025-03-13 17:00:28+00:00,"48.848280403628806, 2.2373420120857195",Boulogne-Billancourt,92012,0.2962962962962963,17,48.848280403628806,2.2373420120857195,Hors Paris
9101,Cadet - La Fayette,OUI,18,8,10,9,1,OUI,OUI,2025-03-13 16:58:43+00:00,"48.875601632672, 2.3435704037547",Paris,75056,0.5555555555555556,17,48.875601632672,2.3435704037547,9.0
11010,Boulets - Faubourg Saint-Antoine,OUI,42,35,7,4,3,OUI,OUI,2025-03-13 17:01:50+00:00,"48.849259262115, 2.3917546141943",Paris,75056,0.16666666666666666,17,48.849259262115,2.3917546141943,11.0
11043,Place Pasdeloup,OUI,20,9,11,10,1,OUI,OUI,2025-03-13 17:01:56+00:00,"48.862654215631, 2.3670325062844",Paris,75056,0.55,17,48.862654215631,2.3670325062844,11.0
16122,Route de la Muette - Porte de Neuilly,OUI,48,40,8,5,3,OUI,OUI,2025-03-13 17:01:24+00:00,"48.8798926, 2.2587671",Paris,75056,0.16666666666666666,17,48.8798926,2.2587671,16.0
13010,Place d'Italie - Vincent Auriol,OUI,38,33,5,0,5,OUI,OUI,2025-03-13 17:02:20+00:00,"48.831481874467, 2.3567550292319",Paris,75056,0.13157894736842105,17,48.831481874467,2.3567550292319,13.0
16027,Mozart - Jasmin,OUI,62,55,7,4,3,OUI,OUI,2025-03-13 17:01:55+00:00,"48.85286124871689, 2.268483570651513",Paris,75056,0.11290322580645161,17,48.85286124871689,2.268483570651513,16.0
32603,Calmette,OUI,31,30,1,1,0,OUI,OUI,2025-03-13 17:02:19+00:00,"48.88104925098552, 2.424993216991425",Les Lilas,93045,0.03225806451612903,17,48.88104925098552,2.424993216991425,Hors Paris
20116,Haies - Réunion,OUI,20,20,0,0,0,OUI,OUI,2025-03-13 16:58:32+00:00,"48.85386896766491, 2.402426162238911",Paris,75056,0.0,17,48.85386896766491,2.402426162238911,20.0
21311,Parvis Corentin Celton,OUI,52,12,40,37,3,OUI,OUI,2025-03-13 17:02:19+00:00,"48.82747252522725, 2.2784319519996648",Issy-les-Moulineaux,92040,0.7692307692307693,17,48.82747252522725,2.2784319519996648,Hors Paris
