Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées,Densite de la Station
42209,Place de l'Europe - Quai de Bercy,OUI,14,2,12,8,4,OUI,OUI,2025-03-13T05:57:56+00:00,"48.82529858840266, 2.3945679143071175",Charenton-le-Pont,94018,0.8571428571428571
21708,Marcel Yol - Jullien,OUI,29,0,29,6,23,OUI,OUI,2025-03-13T05:55:50+00:00,"48.82537611802588, 2.287235018058929",Vanves,92075,1.0
22206,Louis Pasteur - Albert Petit,OUI,30,30,0,0,0,OUI,OUI,2025-03-13T05:59:45+00:00,"48.796261, 2.317289",Bagneux,92007,0.0
41210,Hôtel de ville de Fontenay-sous-Bois,OUI,19,17,2,0,2,OUI,OUI,2025-03-13T05:59:06+00:00,"48.84949749106274, 2.4750164151191716",Fontenay-sous-Bois,94033,0.10526315789473684
15030,Emeriau - Beaugrenelle,OUI,70,14,56,54,2,OUI,OUI,2025-03-13T05:59:00+00:00,"48.84791249714942, 2.2843059897422795",Paris,75056,0.8
11109,Pierre Levée - Fontaine Timbaud,OUI,22,12,10,7,3,OUI,OUI,2025-03-13T05:59:12+00:00,"48.86632723374305, 2.3711163550615306",Paris,75056,0.45454545454545453
9114,Faubourg Poissonnière - Dunkerque,OUI,30,25,5,3,2,OUI,OUI,2025-03-13T05:59:05+00:00,"48.880883445404436, 2.349934279918671",Paris,75056,0.16666666666666666
15052,Convention - Vaugirard,OUI,45,11,34,25,9,OUI,OUI,2025-03-13T05:57:23+00:00,"48.83767682233156, 2.295586926020252",Paris,75056,0.7555555555555555
25001,Colmar - Victor Hugo,OUI,29,20,9,7,2,OUI,OUI,2025-03-13T05:56:42+00:00,"48.88652251096166, 2.173960916697979",Rueil-Malmaison,92063,0.3103448275862069
31021,Résistance - Hoche,OUI,28,28,0,0,0,OUI,OUI,2025-03-13T06:00:26+00:00,"48.864273423741956, 2.435784414410591",Montreuil,93048,0.0
35007,Benjamin Delessert - Jean Lolive,OUI,20,17,3,0,3,OUI,OUI,2025-03-13T05:56:25+00:00,"48.89392043619345, 2.417981922626496",Pantin,93055,0.15
44002,Paul Vaillant-Couturier - Gare RER,OUI,25,2,23,18,5,OUI,OUI,2025-03-13T06:00:06+00:00,"48.80108159069614, 2.402097210288048",Vitry-sur-Seine,94081,0.92
44101,Place Mongolfier,OUI,37,15,22,11,11,OUI,OUI,2025-03-13T05:59:25+00:00,"48.815160030060376, 2.4592879414558415",Saint-Maurice,94069,0.5945945945945946
16115,Raffet - Montmorency,OUI,39,36,3,1,2,OUI,OUI,2025-03-13T05:59:53+00:00,"48.85258670812, 2.2629252456151954",Paris,75056,0.07692307692307693
13032,Italie - Jardin Joan Miro,OUI,24,15,9,3,6,OUI,OUI,2025-03-13T05:59:08+00:00,"48.81990914045756, 2.3592948541045193",Paris,75056,0.375
15123,Commerce - Letellier,OUI,42,20,22,20,2,OUI,OUI,2025-03-13T05:59:14+00:00,"48.84797660373612, 2.2966245196598805",Paris,75056,0.5238095238095238
15064,Javel - André Citroën,OUI,44,7,37,34,3,OUI,OUI,2025-03-13T05:59:15+00:00,"48.846276485475, 2.2786368057132",Paris,75056,0.8409090909090909
13039,Ivry - Simone Weil,OUI,18,16,2,2,0,OUI,OUI,2025-03-13T05:56:08+00:00,"48.823283932030755, 2.3659095168113713",Paris,75056,0.1111111111111111
14010,Jean Moulin - Place Victor et Hélène Basch,OUI,37,34,3,0,3,OUI,OUI,2025-03-13T06:00:17+00:00,"48.82764910241, 2.3261967301369",Paris,75056,0.08108108108108109
21031,Cimetière de Boulogne-Billancourt,OUI,39,9,30,28,2,OUI,OUI,2025-03-13T06:00:30+00:00,"48.830764, 2.252024",Boulogne-Billancourt,92012,0.7692307692307693
22303,Lucien Lanternier - Le Luth,OUI,26,9,17,12,5,OUI,OUI,2025-03-13T06:00:16+00:00,"48.93159430558871, 2.2889783978462224",Gennevilliers,92036,0.6538461538461539
16024,Ranelagh - Maison de la Radio,OUI,20,3,17,11,6,OUI,OUI,2025-03-13T05:59:29+00:00,"48.85293603169479, 2.280449643731117",Paris,75056,0.85
6027,Blaise-Desgoffe - Vaugirard,OUI,31,11,20,4,16,OUI,OUI,2025-03-13T05:59:12+00:00,"48.846128877747, 2.3242672160268",Paris,75056,0.6451612903225806
17039,Place Saint-Ferdinand,OUI,38,34,4,2,2,OUI,OUI,2025-03-13T05:51:16+00:00,"48.87815529789739, 2.288518047864942",Paris,75056,0.10526315789473684
18007,Goutte d'or - Barbès,OUI,20,7,13,8,5,OUI,OUI,2025-03-13T05:57:01+00:00,"48.885124323627, 2.3496962338686",Paris,75056,0.65
22604,Hôtel de Ville de Fontenay-aux-Roses,OUI,32,31,1,1,0,OUI,OUI,2025-03-13T05:58:25+00:00,"48.790844603480856, 2.2871455930319455",Fontenay-aux-Roses,92032,0.03125
13044,Place Jeanne d'Arc,OUI,36,24,12,3,9,OUI,OUI,2025-03-13T06:00:43+00:00,"48.829575, 2.369126",Paris,75056,0.3333333333333333
8001,Petit Palais,OUI,42,35,7,4,3,OUI,OUI,2025-03-13T05:56:07+00:00,"48.8667692, 2.3157655",Paris,75056,0.16666666666666666
15022,Emile Zola - Fondary,OUI,39,5,34,33,1,OUI,OUI,2025-03-13T05:59:44+00:00,"48.847051143113745, 2.2953405976295476",Paris,75056,0.8717948717948718
13121,Bruneseau - Quai d'Ivry,OUI,46,3,43,38,5,OUI,OUI,2025-03-13T06:00:00+00:00,"48.824945637583, 2.3885661363602",Ivry-sur-Seine,94041,0.9347826086956522
8037,Monceau - Malesherbes,OUI,37,26,11,6,5,OUI,OUI,2025-03-13T05:58:15+00:00,"48.8795079, 2.3145456",Paris,75056,0.2972972972972973
21307,Victor Cresson - Telles de la Poterie,OUI,28,2,26,23,3,OUI,OUI,2025-03-13T06:01:02+00:00,"48.822698842979, 2.2686498274964",Issy-les-Moulineaux,92040,0.9285714285714286
11017,Charonne - Bureau,OUI,44,41,3,1,2,OUI,OUI,2025-03-13T05:53:41+00:00,"48.854176, 2.396093",Paris,75056,0.06818181818181818
10012,Vinaigriers - Magenta,OUI,24,9,15,13,2,OUI,OUI,2025-03-13T05:59:33+00:00,"48.8731167, 2.3593052",Paris,75056,0.625
21306,Place Lafayette,OUI,61,39,22,15,7,OUI,OUI,2025-03-13T05:55:11+00:00,"48.829654975522, 2.2638675570488",Issy-les-Moulineaux,92040,0.36065573770491804
21028,Pierre Lefaucheux - Traversière,OUI,34,15,19,18,1,OUI,OUI,2025-03-13T06:00:19+00:00,"48.82435208303827, 2.2417913004755974",Boulogne-Billancourt,92012,0.5588235294117647
1021,Halles - Bourdonnais,OUI,19,9,10,7,3,OUI,OUI,2025-03-13T06:00:30+00:00,"48.860448992575, 2.3460162431002",Paris,75056,0.5263157894736842
10018,Square Alban Satragne,OUI,28,24,4,3,1,OUI,OUI,2025-03-13T05:58:07+00:00,"48.875388227727, 2.3559567333359",Paris,75056,0.14285714285714285
33015,Charles Tillon - Cimetière Communal,OUI,26,1,25,7,18,OUI,OUI,2025-03-13T05:59:26+00:00,"48.91844023641836, 2.3935630917549138",Aubervilliers,93001,0.9615384615384616
20108,Jardin de l'Hospice Debrousse,OUI,23,20,3,1,2,OUI,OUI,2025-03-13T05:59:06+00:00,"48.861451061938, 2.40568600595",Paris,75056,0.13043478260869565
7017,La Motte-Picquet - La Tour Maubourg,OUI,39,19,20,19,1,OUI,OUI,2025-03-13T05:59:26+00:00,"48.856926701847, 2.3096215831203",Paris,75056,0.5128205128205128
13011,Hôpital - Campo-Formio,OUI,11,9,2,0,2,OUI,OUI,2025-03-13T05:56:30+00:00,"48.835405, 2.358218",Paris,75056,0.18181818181818182
41205,Maréchal Joffre - Verdun,OUI,20,20,0,0,0,OUI,OUI,2025-03-13T05:57:53+00:00,"48.85385, 2.470307",Fontenay-sous-Bois,94033,0.0
8549,George V - Christophe Colomb,OUI,22,17,5,0,5,OUI,OUI,2025-03-13T06:01:05+00:00,"48.87046, 2.30104",Paris,75056,0.22727272727272727
22015,Île de la Jatte,OUI,23,22,1,0,1,OUI,OUI,2025-03-13T05:53:59+00:00,"48.894036161302104, 2.2666339203715324",Neuilly-sur-Seine,92051,0.043478260869565216
23902,Gallieni - Lycée Charles Petitet,OUI,44,22,22,14,8,OUI,OUI,2025-03-13T05:59:21+00:00,"48.927640283627, 2.3308986340524",Villeneuve-la-Garenne,92078,0.5
44005,Place Saint-Just,OUI,19,6,13,8,5,OUI,OUI,2025-03-13T05:58:19+00:00,"48.790379518724265, 2.3895226791501045",Vitry-sur-Seine,94081,0.6842105263157895
20007,Buzenval - Avron,OUI,49,47,2,2,0,OUI,OUI,2025-03-13T06:00:52+00:00,"48.851617204999, 2.4015135973077",Paris,75056,0.04081632653061224
17119,Toqueville - Cardinet,OUI,31,26,5,4,1,OUI,OUI,2025-03-13T05:56:59+00:00,"48.88490187110713, 2.3109393194317818",Paris,75056,0.16129032258064516
17015,Place de Lévis,OUI,48,33,15,2,13,OUI,OUI,2025-03-13T05:59:06+00:00,"48.883546851533254, 2.3131933808326726",Paris,75056,0.3125
9004,Gérando - Rochechouart,OUI,21,13,8,1,7,OUI,OUI,2025-03-13T06:00:51+00:00,"48.88294340845, 2.3464846238494",Paris,75056,0.38095238095238093
22501,Théâtre de La Garenne,OUI,20,14,6,3,3,OUI,OUI,2025-03-13T05:59:47+00:00,"48.905658361454, 2.2345951981176",La Garenne-Colombes,92035,0.3
51002,Placette Grégoire Collas,OUI,25,14,11,5,6,OUI,OUI,2025-03-13T06:00:40+00:00,"48.94342014002797, 2.2487476095557213",Argenteuil,95018,0.44
42003,Place de l'Insurrection d'Août 1944,OUI,30,8,22,21,1,OUI,OUI,2025-03-13T06:00:45+00:00,"48.81477852751594, 2.398074567317963",Ivry-sur-Seine,94041,0.7333333333333333
33016,Fort d'Aubervilliers,OUI,20,7,13,11,2,OUI,OUI,2025-03-13T06:01:01+00:00,"48.91502382370325, 2.4035281687974925",Aubervilliers,93001,0.65
4001,Arcole - Notre-Dame,OUI,27,20,7,2,5,OUI,OUI,2025-03-13T05:58:29+00:00,"48.853883541328, 2.3493797332048",Paris,75056,0.25925925925925924
6012,Saint-Germain - Ciseaux,OUI,16,15,1,1,0,OUI,OUI,2025-03-13T06:00:10+00:00,"48.853305277595, 2.3344654618827",Paris,75056,0.0625
12043,Daumesnil - Hébrard,OUI,39,10,29,26,3,OUI,OUI,2025-03-13T06:00:54+00:00,"48.8429, 2.38474",Paris,75056,0.7435897435897436
13009,Auguste Blanqui - Corvisart,OUI,26,12,14,6,8,OUI,OUI,2025-03-13T05:56:17+00:00,"48.8300989, 2.3502726",Paris,75056,0.5384615384615384
23003,Président Wilson - Baudin,OUI,27,18,9,8,1,OUI,OUI,2025-03-13T06:00:56+00:00,"48.89826887103676, 2.2849336266517644",Levallois-Perret,92044,0.3333333333333333
27005,Gare du Stade,OUI,18,12,6,1,5,OUI,OUI,2025-03-13T05:53:21+00:00,"48.9312676, 2.2603778",Colombes,92025,0.3333333333333333
44007,Camille Groult - Guy Môquet,OUI,21,5,16,13,3,OUI,OUI,2025-03-13T06:00:58+00:00,"48.787482746521306, 2.3976725712418556",Vitry-sur-Seine,94081,0.7619047619047619
15071,Suffren - Champ de Mars,OUI,21,6,15,13,2,OUI,OUI,2025-03-13T05:58:30+00:00,"48.8547194, 2.2952168",Paris,75056,0.7142857142857143
4002,Marché aux fleurs,OUI,18,14,4,3,1,OUI,OUI,2025-03-13T06:00:45+00:00,"48.855258115391, 2.3473754525185",Paris,75056,0.2222222222222222
8201,Arsène Houssaye - Friedland,OUI,29,27,2,0,2,OUI,OUI,2025-03-13T05:52:24+00:00,"48.874510616163, 2.2994716674148",Paris,75056,0.06896551724137931
10105,Mazagran - Bonne Nouvelle,OUI,25,15,10,9,1,OUI,OUI,2025-03-13T06:00:37+00:00,"48.870047123655, 2.3511248454452",Paris,75056,0.4
17111,Lemercier - Cardinet,OUI,23,12,11,5,6,OUI,OUI,2025-03-13T05:59:44+00:00,"48.890097168851746, 2.317377626895905",Paris,75056,0.4782608695652174
17003,Jacques Kellner - Saint-Ouen,OUI,43,36,7,5,2,OUI,OUI,2025-03-13T05:55:05+00:00,"48.895809485802886, 2.327897409164145",Paris,75056,0.16279069767441862
21319,Esplanade du Foncet - Camille Desmoulins,OUI,27,4,23,19,4,OUI,OUI,2025-03-13T06:00:27+00:00,"48.827090233494964, 2.2606857866048813",Issy-les-Moulineaux,92040,0.8518518518518519
13109,Brillat-Savarin - Küss,OUI,19,7,12,6,6,OUI,OUI,2025-03-13T06:00:41+00:00,"48.822203, 2.350422",Paris,75056,0.631578947368421
9006,Dunkerque - Trudaine,OUI,16,11,5,0,5,OUI,OUI,2025-03-13T05:51:15+00:00,"48.88215166773376, 2.3463253676891327",Paris,75056,0.3125
21204,Estienne d'Orves - Henri Ginoux,OUI,31,26,5,1,4,OUI,OUI,2025-03-13T06:01:02+00:00,"48.815388220397274, 2.320886790760933",Montrouge,92049,0.16129032258064516
8116,Champs-Elysees - Bassano,OUI,25,25,0,0,0,NON,NON,2021-02-21T19:09:18+00:00,"48.871811807816, 2.300238981843",Paris,75056,0.0
43001,Paris - Laitières,OUI,22,16,6,1,5,OUI,OUI,2025-03-13T06:00:56+00:00,"48.84630274151258, 2.4207553267478947",Vincennes,94080,0.2727272727272727
5024,Place Monge,OUI,21,18,3,0,3,OUI,OUI,2025-03-13T05:56:59+00:00,"48.842761803051, 2.3524079471827",Paris,75056,0.14285714285714285
11021,Charonne - Pierre Bayle,OUI,23,12,11,5,6,OUI,OUI,2025-03-13T06:00:30+00:00,"48.858445054262, 2.3903981223891",Paris,75056,0.4782608695652174
12038,Picpus - Louis Braille,OUI,43,37,6,4,2,OUI,OUI,2025-03-13T05:56:28+00:00,"48.839988788912, 2.4005256685521",Paris,75056,0.13953488372093023
21217,Louis Rolland - République,OUI,26,13,13,4,9,OUI,OUI,2025-03-13T05:58:24+00:00,"48.81710889740748, 2.3193106434955717",Montrouge,92049,0.5
9011,Geoffroy - Marie,OUI,18,13,5,5,0,OUI,OUI,2025-03-13T05:57:10+00:00,"48.873781940593325, 2.344513876337893",Paris,75056,0.2777777777777778
16011,Victor Hugo - La Pompe,OUI,40,24,16,1,15,OUI,OUI,2025-03-13T06:00:23+00:00,"48.86795222470859, 2.28146318346262",Paris,75056,0.4
12028,Vivaldi - Antoine-Julien Hénard,OUI,27,14,13,8,5,OUI,OUI,2025-03-13T05:57:28+00:00,"48.841923663276546, 2.389728979467376",Paris,75056,0.48148148148148145
12007,Gare de Lyon - Chalon,OUI,45,25,20,13,7,OUI,OUI,2025-03-13T05:58:35+00:00,"48.845666194202, 2.3741452395916",Paris,75056,0.4444444444444444
9034,Godot de Mauroy - Madeleine,OUI,21,15,6,1,5,OUI,OUI,2025-03-13T05:59:32+00:00,"48.869789, 2.326347",Paris,75056,0.2857142857142857
47001,Place de la Gare,OUI,45,2,43,37,6,OUI,OUI,2025-03-13T06:00:40+00:00,"48.80253358011283, 2.4275037646293645",Maisons-Alfort,94046,0.9555555555555556
12035,Madagascar - Meuniers,OUI,32,15,17,17,0,OUI,OUI,2025-03-13T05:56:49+00:00,"48.83460464474706, 2.3970650508999825",Paris,75056,0.53125
10165,Gare de l'Est - Place du 11 Novembre 1918,OUI,39,30,9,8,1,OUI,OUI,2025-03-13T06:00:57+00:00,"48.876327, 2.3585464",Paris,75056,0.23076923076923078
10021,Marché Saint-Quentin,OUI,14,11,3,0,3,OUI,OUI,2025-03-13T05:57:39+00:00,"48.877356057652, 2.3545114456374",Paris,75056,0.21428571428571427
13128,Quai de la Gare - Pont de Bercy,OUI,29,8,21,17,4,OUI,OUI,2025-03-13T05:58:03+00:00,"48.83730787972, 2.3740861260598",Paris,75056,0.7241379310344828
41211,Louis Xavier de Ricard - Ancienne Mairie,OUI,34,30,4,2,2,OUI,OUI,2025-03-13T05:59:58+00:00,"48.84629899065091, 2.472420372068882",Fontenay-sous-Bois,94033,0.11764705882352941
92001,Mairie de quartier du Plateau - Mont-Valérien,OUI,20,7,13,4,9,OUI,OUI,2025-03-13T06:00:04+00:00,"48.8799933, 2.2072437",Nanterre,92050,0.65
21707,Square Etienne Jarousse,OUI,22,18,4,3,1,OUI,OUI,2025-03-13T05:58:13+00:00,"48.82485182597129, 2.2925933450460434",Vanves,92075,0.18181818181818182
43010,La Jarry - Place Diderot,OUI,25,14,11,6,5,OUI,OUI,2025-03-13T06:01:02+00:00,"48.849726940367326, 2.452013790607453",Vincennes,94080,0.44
4019,Cloître Saint-Merri - Renard,OUI,29,13,16,12,4,OUI,OUI,2025-03-13T06:01:01+00:00,"48.858835448898, 2.3518279194832",Paris,75056,0.5517241379310345
17107,Berthier - Place Stuart Merril,OUI,36,19,17,12,5,OUI,OUI,2025-03-13T05:59:38+00:00,"48.885927922355044, 2.2933450341224675",Paris,75056,0.4722222222222222
5001,Harpe - Saint-Germain,OUI,43,34,9,7,2,OUI,OUI,2025-03-13T05:59:29+00:00,"48.851518815017, 2.3436703160405",Paris,75056,0.20930232558139536
15057,Lucien Bossoutrot - Général Martial Vallin,OUI,38,18,20,10,10,OUI,OUI,2025-03-13T05:55:15+00:00,"48.836956046311, 2.2741072252393",Paris,75056,0.5263157894736842
15129,Hôpital Necker,OUI,39,29,10,7,3,OUI,OUI,2025-03-13T06:00:02+00:00,"48.846043490118454, 2.313245013356209",Paris,75056,0.2564102564102564
16002,Pergolèse - Malakoff,OUI,37,34,3,0,3,OUI,OUI,2025-03-13T05:59:58+00:00,"48.87521088779225, 2.2842781618237495",Paris,75056,0.08108108108108109
51001,Gare d'Argenteuil,OUI,37,18,19,3,16,OUI,OUI,2025-03-13T05:59:30+00:00,"48.947022436806705, 2.256898172199726",Argenteuil,95018,0.5135135135135135
15004,Vaugirard - Pasteur,OUI,21,3,18,17,1,OUI,OUI,2025-03-13T05:59:40+00:00,"48.84040868803496, 2.3154367133975033",Paris,75056,0.8571428571428571
6022,Marché Saint-Germain,OUI,18,13,5,5,0,OUI,OUI,2025-03-13T05:59:44+00:00,"48.85165625855281, 2.335500307381153",Paris,75056,0.2777777777777778
23010,Voltaire - Anatole France,OUI,25,21,4,1,3,OUI,OUI,2025-03-13T05:54:04+00:00,"48.891999360256904, 2.284262739121914",Levallois-Perret,92044,0.16
15006,Cherche-Midi - Hôpital Necker,OUI,37,37,0,0,0,OUI,OUI,2025-03-13T05:52:11+00:00,"48.84461063309956, 2.317914068698883",Paris,75056,0.0
19128,Quai de l'Oise - Aisne,OUI,28,14,14,3,11,OUI,OUI,2025-03-13T05:59:19+00:00,"48.8906231, 2.3833701",Paris,75056,0.5
15127,Place Charles Michels,OUI,35,17,18,15,3,OUI,OUI,2025-03-13T05:56:51+00:00,"48.846401, 2.28502",Paris,75056,0.5142857142857142
15005,Place Jacques et Thérèse Tréfouël,OUI,41,12,29,21,8,OUI,OUI,2025-03-13T06:00:16+00:00,"48.842726498317, 2.3125657439232",Paris,75056,0.7073170731707317
33103,Jean Jaurès - Jules Jacquemin,OUI,22,8,14,2,12,OUI,OUI,2025-03-13T05:58:33+00:00,"48.88433053604843, 2.4082902455152104",Le Pré-Saint-Gervais,93061,0.6363636363636364
18006,Square Louise Michel,OUI,35,31,4,0,4,OUI,OUI,2025-03-13T05:59:18+00:00,"48.884687354509, 2.3441386967897",Paris,75056,0.11428571428571428
14032,Mairie du 14ème,OUI,31,24,7,1,6,OUI,OUI,2025-03-13T05:58:00+00:00,"48.83254578123, 2.3254923149943",Paris,75056,0.22580645161290322
21401,Mairie de Clamart,OUI,31,28,3,1,2,OUI,OUI,2025-03-13T05:57:49+00:00,"48.800612, 2.262151",Clamart,92023,0.0967741935483871
14011,Place des Droits de l'Enfant,OUI,37,30,7,3,4,OUI,OUI,2025-03-13T06:00:57+00:00,"48.8274804, 2.3319217",Paris,75056,0.1891891891891892
9027,Douai - Pierre Fontaine,OUI,23,20,3,2,1,OUI,OUI,2025-03-13T05:59:56+00:00,"48.88229101148092, 2.33324121683836",Paris,75056,0.13043478260869565
6002,Saint-Benoît - Jacob,OUI,22,20,2,2,0,OUI,OUI,2025-03-13T05:55:24+00:00,"48.85545136013941, 2.3334722220897675",Paris,75056,0.09090909090909091
17108,Bessières - Porte de Clichy,OUI,29,15,14,10,4,OUI,OUI,2025-03-13T06:01:05+00:00,"48.89611762451474, 2.31790903955698",Paris,75056,0.4827586206896552
2013,Favart - Italiens,OUI,17,14,3,2,1,OUI,OUI,2025-03-13T05:57:43+00:00,"48.871446353921, 2.3382901058508",Paris,75056,0.17647058823529413
11033,Bréguet - Sabin,OUI,30,9,21,20,1,OUI,OUI,2025-03-13T05:59:26+00:00,"48.856931678257, 2.3706749462105",Paris,75056,0.7
4020,Place Edmond Michelet,OUI,23,18,5,5,0,OUI,OUI,2025-03-13T06:00:33+00:00,"48.860134890542, 2.3500636965036",Paris,75056,0.21739130434782608
10033,Gare du Nord - Saint-Vincent de Paul,OUI,24,16,8,3,5,OUI,OUI,2025-03-13T05:57:46+00:00,"48.880955741648, 2.3524305148385",Paris,75056,0.3333333333333333
23004,Paul Vaillant-Couturier - Victor Hugo,OUI,33,14,19,16,3,OUI,OUI,2025-03-13T05:59:04+00:00,"48.89819702263572, 2.293848017974069",Levallois-Perret,92044,0.5757575757575758
22408,Place du 14 Juillet,OUI,22,22,0,0,0,OUI,OUI,2025-03-13T05:57:54+00:00,"48.819266959525, 2.3011998832226",Malakoff,92046,0.0
20022,Porte de Bagnolet,OUI,32,31,1,1,0,OUI,OUI,2025-03-13T06:00:35+00:00,"48.864707139122984, 2.408344637349607",Paris,75056,0.03125
5012,Estrapade - Ulm,OUI,16,15,1,0,1,OUI,OUI,2025-03-13T05:58:34+00:00,"48.84512772828, 2.3454568170362",Paris,75056,0.0625
12036,Reuilly - Place Felix Eboue,OUI,40,35,5,0,5,OUI,OUI,2025-03-13T05:59:59+00:00,"48.84030274499962, 2.394630398715453",Paris,75056,0.125
15311,Quai du Président Roosevelt - Pont Aval,OUI,30,15,15,14,1,OUI,OUI,2025-03-13T05:58:35+00:00,"48.8343883676388, 2.2656820714473724",Paris,75056,0.5
14026,Plantes - Moulin Vert,OUI,44,44,0,0,0,OUI,OUI,2025-03-13T05:59:51+00:00,"48.83005755305626, 2.3232302069664006",Paris,75056,0.0
35006,Delizy - Louis Nadot,OUI,21,20,1,0,1,OUI,OUI,2025-03-13T05:51:08+00:00,"48.896212845581346, 2.4094578623771667",Pantin,93055,0.047619047619047616
8117,Place de la Madeleine - Royale,OUI,41,35,6,3,3,OUI,OUI,2025-03-13T05:59:33+00:00,"48.869228052648, 2.324421107769",Paris,75056,0.14634146341463414
12018,Saint-Mandé - Fabre d'Eglantine,OUI,33,23,10,6,4,OUI,OUI,2025-03-13T05:59:27+00:00,"48.8453579, 2.3965022",Paris,75056,0.30303030303030304
48004,Maxime Gorki - Louis Aragon,OUI,19,11,8,1,7,OUI,OUI,2025-03-13T05:58:20+00:00,"48.78909814728443, 2.368387877941132",Villejuif,94076,0.42105263157894735
44016,Balzac - Olympes de Gouges,OUI,28,10,18,8,10,OUI,OUI,2025-03-13T05:55:19+00:00,"48.77850332486751, 2.4006786569952965",Vitry-sur-Seine,94081,0.6428571428571429
14001,Edgar Quinet - Gaité,OUI,27,25,2,2,0,OUI,OUI,2025-03-13T06:00:01+00:00,"48.841160928966, 2.324595451355",Paris,75056,0.07407407407407407
15011,Cambronne - Villa Croix Nivert,OUI,62,26,36,35,1,OUI,OUI,2025-03-13T06:00:47+00:00,"48.845847561366, 2.3017574474216",Paris,75056,0.5806451612903226
18139,Poissonniers - Championnet,OUI,27,21,6,3,3,OUI,OUI,2025-03-13T06:00:21+00:00,"48.89543299733937, 2.3530178144574165",Paris,75056,0.2222222222222222
32601,Porte des Lilas - Faidherbe,OUI,39,24,15,6,9,OUI,OUI,2025-03-13T06:00:32+00:00,"48.87861855668978, 2.4120327830314636",Les Lilas,93045,0.38461538461538464
19110,Square Claude Bernard,OUI,28,23,5,3,2,OUI,OUI,2025-03-13T06:00:09+00:00,"48.89876016219984, 2.375325746834278",Paris,75056,0.17857142857142858
12026,Place Ginette Hamelin,OUI,50,27,23,20,3,OUI,OUI,2025-03-13T05:59:45+00:00,"48.837853, 2.382064",Paris,75056,0.46
16105,Crevaux - Bugeaud,OUI,31,26,5,2,3,OUI,OUI,2025-03-13T05:57:10+00:00,"48.87080942867, 2.2811490076919",Paris,75056,0.16129032258064516
10162,Alexandre Parodi - Quai de Valmy,OUI,23,16,7,4,3,OUI,OUI,2025-03-13T06:00:17+00:00,"48.879359419425, 2.3665961623192",Paris,75056,0.30434782608695654
3008,Perle - Vieille du Temple,OUI,35,22,13,13,0,OUI,OUI,2025-03-13T05:57:40+00:00,"48.8601346, 2.3611206",Paris,75056,0.37142857142857144
9024,Taitbout - La Fayette,OUI,51,45,6,3,3,OUI,OUI,2025-03-13T05:58:19+00:00,"48.8733298892, 2.3352625966072",Paris,75056,0.11764705882352941
6010,Chevreuse - Montparnasse,OUI,15,12,3,1,2,OUI,OUI,2025-03-13T06:00:06+00:00,"48.841739161231, 2.3315522167367",Paris,75056,0.2
9102,Londres - Place d'Estienne d'Orves,OUI,24,21,3,1,2,OUI,OUI,2025-03-13T05:57:19+00:00,"48.876693805756986, 2.3305362090468407",Paris,75056,0.125
45002,Roger Salengro - Général de Gaulle,OUI,27,7,20,5,15,OUI,OUI,2025-03-13T05:58:50+00:00,"48.820029010376956, 2.4846760556101803",Champigny-sur-Marne,94017,0.7407407407407407
18030,Joseph Dijon - Ornano,OUI,37,31,6,5,1,OUI,OUI,2025-03-13T05:56:32+00:00,"48.89374453351521, 2.3476678133010864",Paris,75056,0.16216216216216217
15128,Cadix - Hameau,OUI,36,10,26,17,9,OUI,OUI,2025-03-13T05:59:47+00:00,"48.8340107632249, 2.289516180753708",Paris,75056,0.7222222222222222
92006,Place Nelson Mandela,OUI,30,29,1,0,1,OUI,OUI,2025-03-13T05:55:24+00:00,"48.897874318180556, 2.2182820737361912",Nanterre,92050,0.03333333333333333
12037,Reuilly - Daumesnil,OUI,36,22,14,8,6,OUI,OUI,2025-03-13T05:57:58+00:00,"48.8395385, 2.3972516",Paris,75056,0.3888888888888889
31005,Square Denise Buisson,OUI,45,36,9,4,5,OUI,OUI,2025-03-13T05:56:42+00:00,"48.8562322730982, 2.426436245441437",Montreuil,93048,0.2
1007,Turbigo - Française,OUI,16,12,4,2,2,OUI,OUI,2025-03-13T05:56:26+00:00,"48.86358858111446, 2.3477794602513313",Paris,75056,0.25
21314,Chemin de Bretagne,OUI,28,8,20,14,6,OUI,OUI,2025-03-13T06:01:06+00:00,"48.824753068884, 2.2588385956052",Issy-les-Moulineaux,92040,0.7142857142857143
16013,Mairie du 16ème,OUI,35,32,3,1,2,OUI,OUI,2025-03-13T05:53:41+00:00,"48.863936848471994, 2.2765953093767166",Paris,75056,0.08571428571428572
12005,Crozatier - Faubourg Saint-Antoine,OUI,39,6,33,32,1,OUI,OUI,2025-03-13T05:58:52+00:00,"48.850440013405, 2.378901366211",Paris,75056,0.8461538461538461
20008,Pyrénées - Avron,OUI,31,31,0,0,0,OUI,OUI,2025-03-13T05:59:16+00:00,"48.853246898211985, 2.405871044529538",Paris,75056,0.0
13516,Glacière - Soeur Catherine Marie,OUI,40,22,18,15,3,OUI,OUI,2025-03-13T05:56:03+00:00,"48.829522989420596, 2.343570403754711",Paris,75056,0.45
