Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées,Densite de la Station
5123,Saint-Germain - Thenard,OUI,29,2,27,12,15,OUI,OUI,2025-03-13T17:01:54+00:00,"48.850571, 2.3471015",Paris,75056,0.9310344827586207
8025,Miromesnil - La Boétie,OUI,33,24,9,6,3,OUI,OUI,2025-03-13T17:02:14+00:00,"48.873722412917, 2.3158480972052",Paris,75056,0.2727272727272727
11036,Jules Ferry - Faubourg du Temple Paris,OUI,56,33,23,22,1,OUI,OUI,2025-03-13T17:02:00+00:00,"48.868397, 2.3678933",Paris,75056,0.4107142857142857
7102,Mairie du 7ème,OUI,47,19,28,24,4,OUI,OUI,2025-03-13T17:02:16+00:00,"48.8577967, 2.3192664",Paris,75056,0.5957446808510638
9021,Saint Georges - d'Aumale,OUI,23,22,1,1,0,OUI,OUI,2025-03-13T17:00:58+00:00,"48.87778639599673, 2.337429821491241",Paris,75056,0.043478260869565216
23009,Anatole France - Louise Michel,OUI,47,38,9,6,3,OUI,OUI,2025-03-13T17:01:01+00:00,"48.88873214926474, 2.2881576418876652",Levallois-Perret,92044,0.19148936170212766
20121,Boyer - Ménilmontant,OUI,19,12,7,0,7,OUI,OUI,2025-03-13T16:55:10+00:00,"48.868895162679, 2.3919824145635",Paris,75056,0.3684210526315789
12027,Montgallet - Charenton,OUI,15,2,13,12,1,OUI,OUI,2025-03-13T16:58:07+00:00,"48.842647778701, 2.3861649278137",Paris,75056,0.8666666666666667
19013,Laumière - Petit,OUI,31,21,10,2,8,OUI,OUI,2025-03-13T17:01:41+00:00,"48.88467368538326, 2.380039058625698",Paris,75056,0.3225806451612903
21313,Guynemer - Séverine,OUI,23,21,2,1,1,OUI,OUI,2025-03-13T17:00:49+00:00,"48.83091743371036, 2.2790706530213356",Issy-les-Moulineaux,92040,0.08695652173913043
42504,Gare RER de Gentilly,OUI,30,24,6,1,5,OUI,OUI,2025-03-13T17:00:38+00:00,"48.814280450380224, 2.3410347104072575",Gentilly,94037,0.2
17102,Alfred Roll - Berthier,OUI,26,21,5,5,0,OUI,OUI,2025-03-13T16:58:39+00:00,"48.887808570529, 2.3000952981763",Paris,75056,0.19230769230769232
26013,Quai du docteur Dervaux,OUI,26,18,8,7,1,OUI,OUI,2025-03-13T17:00:57+00:00,"48.910482, 2.297998",Asnières-sur-Seine,92004,0.3076923076923077
26007,Square Gilbert Thomain,OUI,19,15,4,1,3,OUI,OUI,2025-03-13T16:56:08+00:00,"48.90717373809284, 2.2695400938391685",Asnières-sur-Seine,92004,0.21052631578947367
20111,Villiers de l'Isle Adam - Pyrénées,OUI,20,20,0,0,0,OUI,OUI,2025-03-13T16:55:31+00:00,"48.867362, 2.396222",Paris,75056,0.0
16111,Faustin Hélie - Desbordes-Valmore,OUI,27,24,3,1,2,OUI,OUI,2025-03-13T16:59:12+00:00,"48.859403, 2.276522",Paris,75056,0.1111111111111111
20043,Charonne - Avron,OUI,25,21,4,1,3,OUI,OUI,2025-03-13T17:00:15+00:00,"48.851602665222, 2.3984030470379",Paris,75056,0.16
11007,Jean Macé - Faidherbe,OUI,56,43,13,9,4,OUI,OUI,2025-03-13T17:02:26+00:00,"48.85337548426, 2.3828620836139",Paris,75056,0.23214285714285715
31010,Stalingrad - Désiré Chevalier,OUI,42,36,6,3,3,OUI,OUI,2025-03-13T16:58:26+00:00,"48.85670169739857, 2.445072233676911",Montreuil,93048,0.14285714285714285
17045,Place des Ternes.,OUI,45,44,1,0,1,OUI,OUI,2025-03-13T17:01:10+00:00,"48.878438631226516, 2.297727763652802",Paris,75056,0.022222222222222223
19008,Flandre - Alphonse Karr,OUI,26,23,3,0,3,OUI,OUI,2025-03-13T17:02:26+00:00,"48.89465, 2.381868",Paris,75056,0.11538461538461539
11115,Montreuil - Gonnet,OUI,24,18,6,1,5,OUI,OUI,2025-03-13T16:58:13+00:00,"48.850500564921, 2.3890856287864",Paris,75056,0.25
11004,Charonne - Faubourg Saint-Antoine,OUI,32,15,17,14,3,OUI,OUI,2025-03-13T17:01:24+00:00,"48.852191909696, 2.3740932717919",Paris,75056,0.53125
7015,Varenne,OUI,45,21,24,17,7,OUI,OUI,2025-03-13T17:02:08+00:00,"48.857202661803, 2.3152771219611",Paris,75056,0.5333333333333333
51004,Général Delambre - Prebuard,OUI,28,21,7,2,5,OUI,OUI,2025-03-13T16:58:34+00:00,"48.93870344444, 2.2234171606307",Argenteuil,95018,0.25
12009,Charenton - Diderot,OUI,18,0,18,15,3,OUI,OUI,2025-03-13T17:02:00+00:00,"48.846171461187, 2.3793068155646",Paris,75056,1.0
5021,Jussieu - Fossés Saint-Bernard,OUI,35,20,15,12,3,OUI,OUI,2025-03-13T17:02:29+00:00,"48.847185510023, 2.3534858599305",Paris,75056,0.42857142857142855
12115,Porte de Vincennes,OUI,32,27,5,1,4,OUI,OUI,2025-03-13T17:02:10+00:00,"48.846454, 2.415514",Paris,75056,0.15625
19205,Simon Bolivar - Henri Turot,OUI,23,15,8,0,8,OUI,OUI,2025-03-13T17:00:41+00:00,"48.877475489801, 2.3739709492211",Paris,75056,0.34782608695652173
23001,Paul Vaillant Couturier - Chaptal,OUI,36,18,18,15,3,OUI,OUI,2025-03-13T17:02:17+00:00,"48.893479576183, 2.2775253653526",Levallois-Perret,92044,0.5
43003,Hôpital Bégin,OUI,26,26,0,0,0,NON,NON,2025-03-13T17:01:26+00:00,"48.84571672113, 2.4272462725639",Vincennes,94080,0.0
41102,Gare de Laplace,OUI,43,40,3,1,2,OUI,OUI,2025-03-13T16:58:16+00:00,"48.80893199114179, 2.3349460959434514",Arcueil,94003,0.06976744186046512
42029,Stalingrad - Germaine Tailleferre,OUI,28,25,3,2,1,OUI,OUI,2025-03-13T16:53:57+00:00,"48.80257200481316, 2.3786691203713417",Ivry-sur-Seine,94041,0.10714285714285714
16124,Route de Sèvres - Porte de Bagatelle,OUI,66,7,59,54,5,OUI,OUI,2025-03-13T17:00:34+00:00,"48.87525984132485, 2.249415814876557",Paris,75056,0.8939393939393939
8035,Bienfaisance - Place de Narvik,OUI,34,23,11,10,1,OUI,OUI,2025-03-13T16:59:22+00:00,"48.87660163459077, 2.3129771277308464",Paris,75056,0.3235294117647059
33003,Bordier - Félix Faure,OUI,44,30,14,8,6,OUI,OUI,2025-03-13T17:00:37+00:00,"48.90390751882016, 2.3830059170722966",Aubervilliers,93001,0.3181818181818182
28001,Richard Wallace - Place du 8 Mai 1945,OUI,27,15,12,11,1,OUI,OUI,2025-03-13T17:02:17+00:00,"48.87866794788021, 2.2420343756675725",Puteaux,92062,0.4444444444444444
5106,Cujas - Saint-Michel,OUI,19,12,7,0,7,OUI,OUI,2025-03-13T17:02:00+00:00,"48.848191348584, 2.341831654854",Paris,75056,0.3684210526315789
15025,Dupleix - du Guesclin,OUI,45,18,27,24,3,OUI,OUI,2025-03-13T17:00:00+00:00,"48.85147910413369, 2.296709530055523",Paris,75056,0.6
22505,Mairie de La Garenne Colombes,OUI,22,16,6,5,1,OUI,OUI,2025-03-13T17:01:31+00:00,"48.90663823468682, 2.24679596722126",La Garenne-Colombes,92035,0.2727272727272727
35018,Ancien Canal - Hélène Brion,OUI,23,21,2,1,1,OUI,OUI,2025-03-13T16:59:44+00:00,"48.89484799296163, 2.4188338592648506",Pantin,93055,0.08695652173913043
13045,Jean Colly - Tolbiac,OUI,35,31,4,1,3,OUI,OUI,2025-03-13T17:02:04+00:00,"48.827817291597846, 2.3705490678548813",Paris,75056,0.11428571428571428
18110,Departement - Pajol,OUI,16,7,9,5,4,OUI,OUI,2025-03-13T17:02:05+00:00,"48.886674849730184, 2.3613611608743668",Paris,75056,0.5625
32010,Place aux Étoiles,OUI,37,23,14,5,9,OUI,OUI,2025-03-13T17:01:55+00:00,"48.91835629408464, 2.3523425683379173",Saint-Denis,93066,0.3783783783783784
19005,Flandre - Riquet,OUI,20,13,7,5,2,OUI,OUI,2025-03-13T17:01:57+00:00,"48.888013281448, 2.3737595955229",Paris,75056,0.35
12034,Pirogues de Bercy - Libourne,OUI,48,36,12,8,4,OUI,OUI,2025-03-13T17:00:52+00:00,"48.832308, 2.38637",Paris,75056,0.25
10113,Parmentier - Hôpital Saint-Louis,OUI,40,37,3,1,2,OUI,OUI,2025-03-13T17:00:04+00:00,"48.871379874257, 2.3698963836667",Paris,75056,0.075
15033,Place Violet,OUI,27,19,8,7,1,OUI,OUI,2025-03-13T17:01:14+00:00,"48.84487893836502, 2.2905756533145905",Paris,75056,0.2962962962962963
41606,Pasteur - Gambetta,OUI,19,16,3,1,2,OUI,OUI,2025-03-13T16:59:17+00:00,"48.84572797384512, 2.4236011505126953",Saint-Mandé,94067,0.15789473684210525
25008,Place du 8 Mai 1945,OUI,18,14,4,4,0,OUI,OUI,2025-03-13T17:00:11+00:00,"48.871552174017, 2.2025031970585",Rueil-Malmaison,92063,0.2222222222222222
17011,Fragonard - Porte de Clichy,OUI,52,33,19,15,4,OUI,OUI,2025-03-13T17:00:24+00:00,"48.894155633419, 2.3143893107772",Paris,75056,0.36538461538461536
19044,Grands Moulins de Pantin,OUI,50,46,4,2,2,OUI,OUI,2025-03-13T17:00:17+00:00,"48.89738369720229, 2.3959985375404362",Paris,75056,0.08
43402,Place de Verdun,OUI,40,21,19,18,1,OUI,OUI,2025-03-13T17:02:00+00:00,"48.8202823, 2.473775",Joinville-le-Pont,94042,0.475
33001,Victor Hugo - Magasins Généraux,OUI,33,31,2,1,1,OUI,OUI,2025-03-13T17:00:12+00:00,"48.903281401126755, 2.368072383105755",Aubervilliers,93001,0.06060606060606061
33018,Edouard Poisson - Victor Hugo,OUI,27,22,5,2,3,OUI,OUI,2025-03-13T17:02:25+00:00,"48.91118557052621, 2.379864752692811",Aubervilliers,93001,0.18518518518518517
20132,Réunion - Avron,OUI,26,25,1,0,1,OUI,OUI,2025-03-13T17:01:46+00:00,"48.852566752033766, 2.403928068708116",Paris,75056,0.038461538461538464
12013,Montgallet - Reuilly,OUI,14,10,4,3,1,OUI,OUI,2025-03-13T16:59:20+00:00,"48.844291, 2.3896481",Paris,75056,0.2857142857142857
5119,Jussieu - Guy de la Brosse,OUI,39,36,3,1,2,OUI,OUI,2025-03-13T17:02:17+00:00,"48.845665, 2.355653",Paris,75056,0.07692307692307693
21305,Place Jacques Madaule,OUI,22,4,18,17,1,OUI,OUI,2025-03-13T17:00:57+00:00,"48.823933787309, 2.2606918215752",Issy-les-Moulineaux,92040,0.8181818181818182
35009,Jean Lolive - Parc Stalingrad,OUI,21,19,2,0,2,OUI,OUI,2025-03-13T17:00:05+00:00,"48.89206174403158, 2.4091735482215886",Pantin,93055,0.09523809523809523
6013,Jacques Callot - Mazarine,OUI,27,3,24,23,1,OUI,OUI,2025-03-13T16:56:03+00:00,"48.855280175332, 2.3375743255019",Paris,75056,0.8888888888888888
19019,Petit - Manin,OUI,22,22,0,0,0,NON,NON,2025-03-13T16:58:20+00:00,"48.886506875343, 2.3938155401308",Paris,75056,0.0
8033,Commandant Rivière,OUI,39,11,28,21,7,OUI,OUI,2025-03-13T17:02:17+00:00,"48.872933, 2.309796",Paris,75056,0.717948717948718
27002,Parc Pierre Lagravère,OUI,30,11,19,10,9,OUI,OUI,2025-03-13T17:01:04+00:00,"48.92650488131725, 2.239069678491417",Colombes,92025,0.6333333333333333
16121,Jardin d'Acclimatation,OUI,30,26,4,4,0,OUI,OUI,2025-03-13T16:59:17+00:00,"48.878772242510465, 2.270772233605385",Paris,75056,0.13333333333333333
21109,Guichet - Jean Jaurès,OUI,23,18,5,4,1,OUI,OUI,2025-03-13T17:01:21+00:00,"48.905169868129036, 2.3023840785026555",Clichy,92024,0.21739130434782608
15010,Square Cambronne,OUI,58,4,54,52,2,OUI,OUI,2025-03-13T17:01:23+00:00,"48.84756654526, 2.3025691509247",Paris,75056,0.9310344827586207
31012,Place Carnot,OUI,21,20,1,0,1,OUI,OUI,2025-03-13T16:59:18+00:00,"48.85593932186797, 2.441531717777252",Montreuil,93048,0.047619047619047616
17037,Bayen - Pereire,OUI,21,9,12,9,3,OUI,OUI,2025-03-13T17:02:26+00:00,"48.881804409079656, 2.2921088710427284",Paris,75056,0.5714285714285714
14104,Boyer-Barret - Raymond Losserand,OUI,22,20,2,0,2,OUI,OUI,2025-03-13T17:01:25+00:00,"48.83329880233322, 2.3173383995890617",Paris,75056,0.09090909090909091
18141,Clignancourt - Sofia,OUI,19,15,4,1,3,OUI,OUI,2025-03-13T16:58:19+00:00,"48.88511992309783, 2.34719488842051",Paris,75056,0.21052631578947367
20119,Square des Saint-Simoniens,OUI,25,22,3,0,3,OUI,OUI,2025-03-13T17:00:15+00:00,"48.8701796, 2.3967273",Paris,75056,0.12
33009,Félix Faure - Sadi Carnot,OUI,33,29,4,2,2,OUI,OUI,2025-03-13T17:00:09+00:00,"48.90812110228388, 2.378623187541962",Aubervilliers,93001,0.12121212121212122
31705,Champeaux - Gallieni,OUI,47,45,2,0,2,OUI,OUI,2025-03-13T16:58:28+00:00,"48.864459134684644, 2.4161778017878532",Bagnolet,93006,0.0425531914893617
25005,18 juin 1940 - Buzenval,OUI,25,19,6,2,4,OUI,OUI,2025-03-13T16:56:05+00:00,"48.868807, 2.185428",Rueil-Malmaison,92063,0.24
6030,Assas - Vaugirard,OUI,33,25,8,5,3,OUI,OUI,2025-03-13T17:02:25+00:00,"48.848274111398, 2.3292413726449",Paris,75056,0.24242424242424243
19115,Porte de la Villette,OUI,26,25,1,0,1,OUI,OUI,2025-03-13T16:58:10+00:00,"48.89835196548483, 2.386150136590004",Paris,75056,0.038461538461538464
23802,Raymond Poincaré - Allée de la Marche,OUI,22,17,5,5,0,OUI,OUI,2025-03-13T17:01:16+00:00,"48.838634069623, 2.1724102640451",Garches,92033,0.22727272727272727
14034,Ouest - Château,OUI,23,15,8,2,6,OUI,OUI,2025-03-13T17:01:11+00:00,"48.83617286014242, 2.319392143923804",Paris,75056,0.34782608695652173
15017,Place Falguière,OUI,23,21,2,1,1,OUI,OUI,2025-03-13T17:02:09+00:00,"48.83629973941847, 2.3104464635252953",Paris,75056,0.08695652173913043
16018,Flandrin - Henri Martin,OUI,17,11,6,1,5,OUI,OUI,2025-03-13T17:01:38+00:00,"48.8643275, 2.2724174",Paris,75056,0.35294117647058826
17018,Parc Monceau,OUI,18,16,2,1,1,OUI,OUI,2025-03-13T17:01:59+00:00,"48.881077914129, 2.3095492646098",Paris,75056,0.1111111111111111
24002,Gare de Courbevoie,OUI,32,21,11,1,10,OUI,OUI,2025-03-13T17:00:41+00:00,"48.8993867, 2.2506506",Courbevoie,92026,0.34375
18005,Tardieu - Chappe,OUI,16,8,8,1,7,OUI,OUI,2025-03-13T16:58:14+00:00,"48.884146759782, 2.341845408082",Paris,75056,0.5
16034,Porte d'Auteuil,OUI,32,30,2,1,1,OUI,OUI,2025-03-13T17:01:38+00:00,"48.8479394142243, 2.2608396783471107",Paris,75056,0.0625
20136,Henri Chevreau - Couronnes,OUI,26,26,0,0,0,OUI,OUI,2025-03-13T16:58:46+00:00,"48.87033205312931, 2.388777695596218",Paris,75056,0.0
41404,Carnot - Pâquerettes,OUI,24,6,18,17,1,OUI,OUI,2025-03-13T17:01:58+00:00,"48.79592939432515, 2.4261841177940373",Alfortville,94002,0.75
43006,Vignerons - Minimes,OUI,28,28,0,0,0,OUI,OUI,2025-03-13T17:00:49+00:00,"48.841486, 2.430793",Vincennes,94080,0.0
7009,Assemblée Nationale,OUI,74,14,60,30,30,OUI,OUI,2025-03-13T16:59:05+00:00,"48.861411014652, 2.3201214185208",Paris,75056,0.8108108108108109
15028,Grenelle - Dr Finlay,OUI,69,4,65,64,1,OUI,OUI,2025-03-13T17:01:41+00:00,"48.851315406715976, 2.2919502854347233",Paris,75056,0.9420289855072463
15122,Place Charles Vallin,OUI,26,19,7,3,4,OUI,OUI,2025-03-13T17:01:34+00:00,"48.835523812041, 2.3025986552238",Paris,75056,0.2692307692307692
8102,Lamennais - Washington,OUI,25,14,11,8,3,OUI,OUI,2025-03-13T17:00:43+00:00,"48.87352990026496, 2.303444892168045",Paris,75056,0.44
42707,Place Jean-Baptiste Clément,OUI,24,21,3,1,2,OUI,OUI,2025-03-13T17:00:54+00:00,"48.81240466867336, 2.3617091774940495",Le Kremlin-Bicêtre,94043,0.125
31702,Pierre et Marie Curie - Julien Grimau,OUI,18,15,3,0,3,OUI,OUI,2025-03-13T16:58:17+00:00,"48.870714014863225, 2.424097023904324",Bagnolet,93006,0.16666666666666666
92003,Chanzy - Sud-Est,OUI,25,18,7,1,6,OUI,OUI,2025-03-13T17:02:08+00:00,"48.888912037698766, 2.195632159709931",Nanterre,92050,0.28
7004,Raspail - Varenne,OUI,16,16,0,0,0,OUI,OUI,2025-03-13T17:01:49+00:00,"48.853147816545, 2.3263905197382",Paris,75056,0.0
8055,Courcelles - Place des Ternes,OUI,28,21,7,1,6,OUI,OUI,2025-03-13T17:01:14+00:00,"48.878199928923124, 2.2992860188665043",Paris,75056,0.25
2010,Uzès - Montmartre,OUI,25,6,19,10,9,OUI,OUI,2025-03-13T17:01:44+00:00,"48.870790980240706, 2.3431010171771054",Paris,75056,0.76
23701,Parvis Robert Schuman - Roger Salengro,OUI,24,18,6,2,4,OUI,OUI,2025-03-13T17:01:51+00:00,"48.812657470558754, 2.1921751275658607",Chaville,92022,0.25
11114,Ledru-Rollin - Charonne,OUI,32,5,27,21,6,OUI,OUI,2025-03-13T17:02:19+00:00,"48.85345855607243, 2.3772463581947094",Paris,75056,0.84375
17007,Navier - Epinettes,OUI,36,29,7,4,3,OUI,OUI,2025-03-13T16:55:35+00:00,"48.89587780769155, 2.3226776719093327",Paris,75056,0.19444444444444445
5116,Place Valhubert,OUI,51,2,49,44,5,OUI,OUI,2025-03-13T17:01:25+00:00,"48.844182577315, 2.3640366643667",Paris,75056,0.9607843137254902
21502,Verdun - Place Henri IV,OUI,26,10,16,12,4,OUI,OUI,2025-03-13T17:01:41+00:00,"48.870797375639214, 2.2277003154158592",Suresnes,92073,0.6153846153846154
7006,Quai Voltaire,OUI,32,6,26,21,5,OUI,OUI,2025-03-13T17:02:07+00:00,"48.858942986179, 2.3314182047146",Paris,75056,0.8125
12024,Gare de Bercy,OUI,34,9,25,20,5,OUI,OUI,2025-03-13T16:57:14+00:00,"48.839794573906, 2.3826066032052",Paris,75056,0.7352941176470589
8012,Batignolles - Place de Clichy,OUI,47,40,7,2,5,OUI,OUI,2025-03-13T17:01:57+00:00,"48.883474535757, 2.326493114233",Paris,75056,0.14893617021276595
16129,Ceinture du Lac Inferieure - Saint-Cloud,OUI,40,39,1,0,1,OUI,OUI,2025-03-13T16:57:09+00:00,"48.86218070933143, 2.2617871686816216",Paris,75056,0.025
20040,Parc de Belleville - Julien Lacroix,OUI,26,25,1,0,1,OUI,OUI,2025-03-13T16:59:15+00:00,"48.8703459, 2.3842214",Paris,75056,0.038461538461538464
35019,Anatole France - Jean Lolive,OUI,28,28,0,0,0,OUI,OUI,2025-03-13T17:02:24+00:00,"48.8949922, 2.4253764",Pantin,93055,0.0
17017,Gare de Pont-Cardinet,OUI,33,26,7,4,3,OUI,OUI,2025-03-13T17:02:19+00:00,"48.88713901475306, 2.314494143994255",Paris,75056,0.21212121212121213
20113,Piat - Parc de Belleville,OUI,20,17,3,0,3,OUI,OUI,2025-03-13T17:01:21+00:00,"48.87195626635528, 2.384981390278095",Paris,75056,0.15
34002,Capitaine Glarner - Gabriel Péri,OUI,24,20,4,2,2,OUI,OUI,2025-03-13T16:59:43+00:00,"48.902449900418745, 2.3304807533425724",Saint-Ouen-sur-Seine,93070,0.16666666666666666
12126,Gravelle - Route du Bac,OUI,48,46,2,2,0,OUI,OUI,2025-03-13T17:01:35+00:00,"48.824407, 2.418455",Paris,75056,0.041666666666666664
23002,Pont de Levallois-bécon,OUI,49,43,6,5,1,OUI,OUI,2025-03-13T17:02:06+00:00,"48.8984179, 2.2791311",Levallois-Perret,92044,0.12244897959183673
20036,Ménilmontant - Pelleport,OUI,31,30,1,0,1,OUI,OUI,2025-03-13T17:01:43+00:00,"48.870682633845, 2.3989596023316",Paris,75056,0.03225806451612903
13102,Pitié-Salpêtrière,OUI,50,35,15,11,4,OUI,OUI,2025-03-13T17:02:08+00:00,"48.83748810318667, 2.365213818848133",Paris,75056,0.3
41604,Lagny - Joffre,OUI,30,29,1,1,0,OUI,OUI,2025-03-13T16:53:21+00:00,"48.84930687084088, 2.417949736118317",Saint-Mandé,94067,0.03333333333333333
15055,Vasco de Gama,OUI,52,26,26,21,5,OUI,OUI,2025-03-13T16:59:04+00:00,"48.83671783466264, 2.283664085650799",Paris,75056,0.5
15029,Emeriau - Place de Brazzaville,OUI,51,32,19,18,1,OUI,OUI,2025-03-13T17:02:28+00:00,"48.850785261674964, 2.2871585190296173",Paris,75056,0.37254901960784315
14130,Jonquoy - Didot,OUI,28,26,2,1,1,OUI,OUI,2025-03-13T16:57:09+00:00,"48.82890454823947, 2.31648076325655",Paris,75056,0.07142857142857142
10005,Petites Ecuries - Faubourg Poissonnière,OUI,16,1,15,15,0,OUI,OUI,2025-03-13T16:52:38+00:00,"48.87397217237368, 2.348388757504776",Paris,75056,0.9375
41207,Place du Général de Gaulle,OUI,28,25,3,0,3,OUI,OUI,2025-03-13T17:01:07+00:00,"48.8525288, 2.4877332",Fontenay-sous-Bois,94033,0.10714285714285714
26001,Gare d'Asnières sur Seine,OUI,21,14,7,6,1,OUI,OUI,2025-03-13T17:02:09+00:00,"48.90636459217474, 2.2835066914558415",Asnières-sur-Seine,92004,0.3333333333333333
21308,Bara - Henri Farman,OUI,57,26,31,30,1,OUI,OUI,2025-03-13T17:02:11+00:00,"48.833218027457846, 2.2677567601203923",Issy-les-Moulineaux,92040,0.543859649122807
92004,Nanterre - Université,OUI,19,9,10,8,2,OUI,OUI,2025-03-13T16:58:02+00:00,"48.901365, 2.212693",Nanterre,92050,0.5263157894736842
19037,Belleville - Porte des Lilas,OUI,28,26,2,0,2,OUI,OUI,2025-03-13T16:57:01+00:00,"48.87660391892763, 2.404769691129476",Paris,75056,0.07142857142857142
18020,Francoeur - Marcadet,OUI,20,17,3,2,1,OUI,OUI,2025-03-13T17:01:43+00:00,"48.89104123261663, 2.340014585442034",Paris,75056,0.15
6018,Michelet - Assas,OUI,15,12,3,3,0,OUI,OUI,2025-03-13T16:59:47+00:00,"48.842741502832, 2.3350211977959",Paris,75056,0.2
5026,Pascal - Claude Bernard,OUI,46,24,22,19,3,OUI,OUI,2025-03-13T17:02:12+00:00,"48.839061952159746, 2.3499782010912895",Paris,75056,0.4782608695652174
21105,Morice - Général Leclerc,OUI,25,14,11,7,4,OUI,OUI,2025-03-13T17:02:25+00:00,"48.90245471981591, 2.3128929734230046",Clichy,92024,0.44
5002,Sommerard - Saint-Jacques,OUI,33,5,28,22,6,OUI,OUI,2025-03-13T17:02:17+00:00,"48.850310432924466, 2.345015835298588",Paris,75056,0.8484848484848485
32014,Place du Cornillon - Stade de France,OUI,33,4,29,18,11,OUI,OUI,2025-03-13T17:02:27+00:00,"48.92540695835961, 2.3644426837563515",Saint-Denis,93066,0.8787878787878788
14018,Porte d'Orléans,OUI,45,43,2,1,1,OUI,OUI,2025-03-13T17:01:14+00:00,"48.8227639, 2.3249313",Paris,75056,0.044444444444444446
18032,Porte de Clignancourt.,OUI,53,47,6,1,5,OUI,OUI,2025-03-13T17:01:02+00:00,"48.897488, 2.343996",Paris,75056,0.11320754716981132
21013,Pierre Grenier - Pont de Billancourt,OUI,21,10,11,8,3,OUI,OUI,2025-03-13T16:58:31+00:00,"48.8258020742942, 2.2487989068031315",Boulogne-Billancourt,92012,0.5238095238095238
17124,Porte de Saint-Ouen - Henri Huchard,OUI,26,8,18,13,5,OUI,OUI,2025-03-13T17:02:10+00:00,"48.898708366365064, 2.3295360803604126",Paris,75056,0.6923076923076923
42503,Vladimir Ilitch Lénine - Andrée Chedid,OUI,31,25,6,1,5,OUI,OUI,2025-03-13T17:02:18+00:00,"48.813240124373, 2.3319716067039",Gentilly,94037,0.1935483870967742
44012,Génie - Mozart,OUI,18,16,2,1,1,OUI,OUI,2025-03-13T16:59:32+00:00,"48.794902381218904, 2.3734183609485626",Vitry-sur-Seine,94081,0.1111111111111111
21111,Professeur René Leriche - Général Leclerc,OUI,50,42,8,4,4,OUI,OUI,2025-03-13T16:59:51+00:00,"48.90782845483013, 2.307887971401215",Clichy,92024,0.16
17027,Place du Maréchal Juin - Péreire,OUI,44,18,26,18,8,OUI,OUI,2025-03-13T17:01:59+00:00,"48.885263, 2.298286",Paris,75056,0.5909090909090909
7014,Saint-François-Xavier,OUI,42,37,5,2,3,OUI,OUI,2025-03-13T17:01:26+00:00,"48.85154484769, 2.3146149516106",Paris,75056,0.11904761904761904
31016,Lucie Aubrac - Franklin,OUI,35,30,5,0,5,OUI,OUI,2025-03-13T16:58:32+00:00,"48.86223916006812, 2.4435862898826604",Montreuil,93048,0.14285714285714285
10023,Gare de l'Est - Verdun,OUI,13,10,3,3,0,OUI,OUI,2025-03-13T17:02:22+00:00,"48.876156054271, 2.3609149083206",Paris,75056,0.23076923076923078
51003,Hôtel de Ville d'Argenteuil,OUI,29,12,17,10,7,OUI,OUI,2025-03-13T16:54:28+00:00,"48.946504, 2.2496396",Argenteuil,95018,0.5862068965517241
13026,Place Jean Delay,OUI,34,16,18,6,12,OUI,OUI,2025-03-13T17:02:20+00:00,"48.823316, 2.354336",Paris,75056,0.5294117647058824
22101,Gare Routière de Saint Cloud,OUI,29,14,15,11,4,OUI,OUI,2025-03-13T17:01:00+00:00,"48.84288183896324, 2.222245037555695",Saint-Cloud,92064,0.5172413793103449
14139,Pierre Larousse - Raymond Losserand,OUI,30,30,0,0,0,OUI,OUI,2025-03-13T17:01:50+00:00,"48.83059564231877, 2.3119183257222176",Paris,75056,0.0
13016,Primo Levi - Frigos,OUI,33,12,21,19,2,OUI,OUI,2025-03-13T17:02:25+00:00,"48.83094844846017, 2.37965351592796",Paris,75056,0.6363636363636364
11101,Charles Delescluze,OUI,48,18,30,25,5,OUI,OUI,2025-03-13T17:01:19+00:00,"48.85242200848887, 2.380632497370243",Paris,75056,0.625
8051,Batignolles - Rome,OUI,12,10,2,0,2,OUI,OUI,2025-03-13T17:01:21+00:00,"48.881823370566806, 2.3202589899301524",Paris,75056,0.16666666666666666
10015,Lucien Sampaix - Récollets,OUI,40,35,5,2,3,OUI,OUI,2025-03-13T17:01:41+00:00,"48.874330377560476, 2.3621229082345963",Paris,75056,0.125
9115,Milton - Manuel,OUI,21,18,3,0,3,OUI,OUI,2025-03-13T17:00:56+00:00,"48.878249, 2.341181",Paris,75056,0.14285714285714285
12011,Charenton - Place du Col Bourgoin,OUI,35,11,24,20,4,OUI,OUI,2025-03-13T17:02:21+00:00,"48.844867319554, 2.3825789350545",Paris,75056,0.6857142857142857
19039,Edouard Pailleron - Simon Bolivar,OUI,23,22,1,1,0,OUI,OUI,2025-03-13T17:01:19+00:00,"48.87979886049996, 2.374839261174202",Paris,75056,0.043478260869565216
12032,Porte Dorée,OUI,35,9,26,15,11,OUI,OUI,2025-03-13T17:01:40+00:00,"48.8354337, 2.4077132",Paris,75056,0.7428571428571429
21003,Jean Jaurès - Jean Baptiste Clément,OUI,39,34,5,3,2,OUI,OUI,2025-03-13T17:01:20+00:00,"48.84576261454011, 2.2369650006294255",Boulogne-Billancourt,92012,0.1282051282051282
